,text,sentiment
157,"Not the most successful television project John Cleese ever did, ""Strange Case"" has the feel of a first draft that was rushed into production before any revisions could be made. There are some silly ideas throughout and even a few clever ones, but the story as a whole unfortunately doesn't add up to much.  Arthur Lowe is a hoot, though, as Dr. Watson, bionic bits and all. ""Good Lord.""",0
158,"I like Chris Rock, but I feel he is wasted in this film. The idea of remaking Heaven Can Wait is fine, but the filmmakers followed the plot of that turkey too closely. When Eddie Murphy remade Dr. Doolittle and The Nutty Professor, he re-did them totally -- so they became Murphy films/vehicles, not just tepid remakes. That's why they were successful. If Chris had done the same, this could have been a much better film. The few laughs that come are when he is doing his standup routine -- so he might as well have done a concert film. It also would have been much funnier if the white man whose body he inhabits was a truck driver or hillbilly. So why does Hollywood keep making junk like this? Because people go to see it -- because they like Chris Rock. So give Chris a decent script and give us better movies! Don't remake films that weren't that good in the first place!",1
159,"When I started watching this movie I saw the dude from Buffy, Xander, and figured ah how nice that he's still making a living acting in movies. Now a weird movie I can stand, given that it's a good dose of weird like for example David Lynch movies, twin peaks, lost highway etc. And you sort of have to be in the mood for one. This one however made me mockingly remember the crazy websites about there about conspiracy theory's that make absolutely no sense. I mean come on people Nazi's who conspire with America to make an unholy trinity of evil powers? I was surprised they didn't mention the hollow earth in this movie with Hitler flying saucers and lizard people. Maybe if you had like 60 grams of heroine with this movie it would make some sort of sense, but seriously I don't condone drugs like I don't condone this movie. It should be burned, shredded and forgotten just so good ol' Xander might get another acting job. It wasn't his acting though, that was alright, but the script just didn't make any sense. Sorry.",1
160,"Professor Paul Steiner is doing research in matter transference. He has developed a machine that he can use to make an object like a wrist watch or rodent disappear, only to have that object re-materialize in a different location. But there are those at his research facility that do not like or approve of his experiments and will do whatever it takes to see that he doesn't succeed. After a failed demonstration that might have saved his funding, Professor Steiner decides to test his machine on himself. As expected, things go horribly wrong and he is transformed into a heavily scared madman whose mere touch will kill.  In hindsight, maybe it wasn't such a good idea to re-watch The Projected Man in the same week I watched The Fly, Return of the Fly, and Curse of the Fly. There seems to be only so many movies about matter transference and the potentially horrendous effects it can have on the human body that one person should be made to endure in a three or four day period. I'm not sure what those responsible for the movie list as their source material for The Projected Man, but much of it is so similar to the Fly movies that it cannot be mere coincidence. However, The Projected Man isn't even nearly as good as the worst of the Fly trilogy.  Besides being terribly unoriginal, The Projected Man has several other problems that really hurt the enjoyment of the movie. A big issue I have is with Bryant Haliday in the lead. He's such a horse's ass that, not only do I not care about his suffering, I actually root for it. Supporting cast members Mary Peach and Ronald Allen are almost as bad. They're so bland and dull they hardly matter. In fact, there's very little to get excited about while watching The Projected Man. The soundtrack  not very memorable. The ""look""  I would describe much of it as ""muddy"". The plot  predictable. The action  there isn't any. Overall, this is one to avoid.  Fortunately, I watched The Projected Man via a copy of the Mystery Science Theater 3000 episode. Funny stuff! While not an absolute, very often, the poorer the movie  the better the MST3K riffs. The guys hit almost all of their marks with The Projected Man. I'll give it a very enthusiastic 4/5 on my MST3K rating scale.",1
161,"This is a great ""small"" film. I say ""small"" because it doesn't have a hundred guns firing or a dozen explosions, as in a John Woo film. Great performances by Roy Scheider and the three ""bad guys"". John Frankenheimer seems to have more luck with small productions these days. The film is very easy to watch, the story is more of a yarn than a washing machine--instead of everything going around and around, it seems as though things just get worse as the plot thickens. Wonderful ending, very positive. I never read the Elmore Leonard book, but it can't be much different from the film because it FEELS like I'm watching an Elmore Leonard movie.",0
162,"Admittedly, Parsifal is not an opera that can appeal to everyone, although it is a favourite of mine, Knappertsbusch, 1951, in particular. Syberberg's entire approach is so static. Whenever the music suddenly begins to swell ... Syberberg keeps the cast moving at the same pace. The takes on Amfortas and Klingsor are endless. Whatever happened to film editing? The result is physically exhausting to watch. The viewer is never spiritually transported. Your impulse is to rush home and play a recording again to confirm that Wagner got it right, Syberberg got it wrong. And that set decoration with those ""clever"" reminders of Wagner's anti-Semitism -- will there ever be a viewer of this film with no prior knowledge of Wagner?",1
163,"I saw most of the episodes of RMFTM as a teenager on ""Cliffhanger Theater"" running after midnight on a local station some years ago, and then again when Mystery Science Theatre riffed on it in the early 90's. Time has not been kind to it.   I can certainly make allowances for the special effects, which were quite impressive for a low budget 50's serial (IMO Commando Cody's flying scenes were better than George Reeves/Superman's in his TV show). And I can also make allowances for the ahem, ""acting"", and fight choreography -. except for the guy who plays the ruler of the Moon Men. He is incredibly miscast. He looks and acts like the fellow who comes to fix your plumbing, not the despotic ruler of an alien race. Even the corny dialog works all right - everyone rattles off their lines like strings of firecrackers, with no wasted time or pauses for things like ""thought"" or ""introspection"". Since everyone does this, the viewer finds it immersive after awhile, and even to my modern sensibilities, it doesn't bother much.   What really irritates me is the writing and the plotting. I'm not talking about the sunny weather on the moon, or baking soda powered rocket ships, or a flying suit that has controls labeled ""up/down"" and ""fast/slow"". I'm not even bothered by the cheesiness of the resolutions to the cliffhangers that end each chapter. I'm talking about the fact that our supposed heroes are dumber than fence posts and have no cumulative memory. And by the fact that although that the dialog clips along like an express train, the plot goes through the same motions again and again.   Dig it: Commando Cody and his pal are the spearhead of a top secret hi tech science lab charged with protecting Earth (or at least the USA) against an insidious alien invasion. But his office has no guards or security checkpoints. They don't even have locks on the front doors. So the bad guys walk RIGHT IN and beat the crap out of the Cody and his staff ...not once (perhaps understandable) but SEVERAL times. They even kidnap his female assistant on the second try. And they never get any smarter. To further prove my point, allow me to point out the way that Cody jumps in his flying suit and flies around getting into trouble and never actually seems to succeed in catching anyone. He does this over and over and over. Cody also flies his ship to the Moon (the woman assistant comes along to cook), stays for about 30 seconds and immediately turns around and comes back. Cody captures one of the Atomic Ray guns...and immediately loses it again to the bad guys because he couldn't be bothered to lock it up. And so on.  And you would think that if Cody's efforts were so vital to saving the USA from the Moon Men, that he might ask for a few soldiers with carbines, a few helicopters and a tank or two to back him up, instead of just working with the local police all the time. This was supposed to be a military operation, but they act like it's another episode of ""Gangbusters"".   It's all rather hard to stomach. I appreciate that the creators were severely limited in the scope of their story by budget and time constraints...and I appreciate that Cody is actually a reasonably tough hombre (even though he loses half of his fistfights). But I just can't help yelling ""DOOR! LOCK THE DOOOOR!!"" when the gangsters simply walk into his lab, or try to blow up the ship and there are NO security measures at the landing site in place...not even a fence (!).   Still, it's OK. Of the three Republic serials I've watched, ""Phantom Creeps"" had a better plot, and ""Undersea Kingdom"" had more atmosphere (hah!) and a better hero than ""Radar Men"", but it's an OK time-waster.   BTW...why ""Radar"" men? They didn't use radar, they used Atomic Ray Guns. Shouldn't the title have been ""Atomic Ray Gun Men From The Moon?""",1
164,"What people fail to understand about this movie is that it isn't a beginning, middle, and end, it is just the conclusion of a 26 episode long TV series. So remember that when you all talk about how the world wasn't explored enough. That was all done in the TV show.  As great and stunning as the visuals are, I think the ***SPOILERS*** argument between Lian-Chu and Gwizdo near the end of the film was what really made me love this movie. Seeing characters I had followed through 26 episodes fight like that was agonizing, and seeing Gwizdo walking sadly off by himself amidst the floating ruins while Lian-Chu sharpened his blade was almost tear-jerking.   Then we got a total contrast with Lian-Chu fighting these insanely awesome dragons (Which had been featured before in the series) while Gwizdo is babbling insanely and indirectly threatening to kill Zoe. *Shudder* I'm surprised that this particular scene hasn't been mentioned more in the warnings. Any kid that has a lick of sense will be able to see that Gwizdo wasn't himself and was fully intent on strangling that little girl. It was enough to bother me, and I'm 15.  The world is amazing, the plot is a lot better than most multi-million blockbusters, and it was a nice way to see some of my favorite characters go. Check it out. :)",0
165,"Tom Hanks has been in such hit movies as Forrest Gump, Saving Private Ryan, and The Green Mile. For the most part, his roles have been good guys that we cheer for. In Road to Perdition, his character Michael Sullivanis a little bit different.  In Sam Mendes' film Road to Perdition based on the graphic novel by Max Allan Collins, he shows the story of a man and his son on the road during the Great Depression in Chicago. What is different about this little road trip is that Sullivan is a hit-man who is now being hunted by his former partner. His boss or ex-boss John Rooney (Paul Newman) loves him almost more than his own son, Sullivan's partner Connor (Daniel Craig).  After a job done the wrong way because of Connor, the only witness to his mistake are Sullivan and his son who wasn't supposed to be there. So Connor tries to take out Sullivan and his family, but only gets the wife and other son Peter. Sullivan outsmarts the hit and rushes home to find Michael Jr. sitting at the table...just sitting. With his wife and child dead, Sullivan takes to the road to find answers.  The story follows the two as Sullivan tries to make things right in memory of his wife and kid, and for Michael who feels like he is to blame for all this. He feels his curiosity killed his mother and brother. Tyler Hoechlin does a terrific job as Michael Jr. He brings maturity and also a sense of still being juvenile. His loss of innocence is well acted out as he travels from town to town, leaving nothing behind him.  Mendes' previous hit film was American Beauty which received five Oscars including Best Picture and Best Director. This film didn't do nearly as well at the Oscars only winning one award for best cinematography but receiving five other nominations for music, sound, and a Best Actor in a Supporting Role for Paul Newman. This picture is a great story that takes you on a ride through the Midwest and into the legend of Mike Sullivan: husband, hit-man, and devoted father. This movie is a sleeper film that should be watched for years to come.",0
166,"After seeing 'Break a Leg' in Vancouver at the release party I thought it was a very enjoyable film.  I had a few outright belly laughs and some of the cameos (Eric Roberts in particular) were a scream. I haven't heard word about actual release date although I've heard it's close.  The story is simple but is mainly a vehicle for the characters and situations. The script is smooth and seamless, the plot develops effortlessly and the acting is comfortable yet fresh. This film has won at least one award from EACH of the film festivals it's been in, which is around 10 - 15 or so.  I highly recommend 'Break a Leg'.",0
167,"Time for Hollywood to sit up and take notice! If the actors are acting snooty, all you need to do is get the animators who worked on this little marvel. Renaissance is probably the first animation flick which makes you forget that you are not seeing human beings. Although the voice overs by the cast (Craig, McCormack, Pryce etc.) are some of the best i have ever heard but even then the emotions portrayed by the 'cartoons' are unnerving.  This style of animation is not very new but the use of light and shadows makes the movie a living painting. Ironically, such technical wizardry makes you forget that this is actually a very very nice movie. The pacing and plot development are marvelous and the dialogs crisp.  Plot: Disappearance of a mega corporation's top employee unravels a tale of deceit and corruption with a Cold hearted hero at the helm. Can't say much without giving it all away...except that while the movie keeps you at the edge of your seat, the climax leaves you speechless.  A must watch..even for the 'grown-ups' who smirk at 'cartoons'",0
168,"It was by accident that I was scanning the TV channels and found this wonderful film about two beautiful human beings who become attracted to each other in a very innocent and virgin like approach to each other. Ethan Hawke (Jesse) ""Tape"" '01 and Julie Delpy (Celine) ""ER"" 94 TV Series (Nicole). This gal and guy, will warm your very heart and soul and make you think deeply into your past relationships and how you really wish you had followed your hearts strings with a guy or gal you deep down loved and lost track of over the years. Jesse and Celine have great conversation, and deep eye contact with a great magnetic explosion between the two of them. I am looking forward to the SEQUEL to this film in 2004 and if you have viewed this film, you will feel the same way.",0
169,"I am partly a fan of Miyazaki's work. I say ""partly"" because most of his films fall into two categories: brilliant, and boring. Sadly this film falls into the later category.  This film suffers from the same fundamental problems as Miyazaki's recent film ""Howl's Moving Castle"". An intriguing premise is set up, but then immediately reduced to little more than a backdrop for some unfathomable events that only serve to confuse the plot rather than explain it.  The first third of the film reveals the post-apocalyptic world the story is set in, and actually looks like an very interesting story is about to unfold. From then on things go down hill. The middle part of the film is mostly made up of thinly-veiled eco-propaganda, and the ending is heavily marred by the reliance on the kind of impenetrable spiritualism which ruins a large number of Japanese animated films.  Overall the film feels as though someone ripped out every other page from the script before passing it on the the animators. What is left is something which is visually stunning (although sadly the version I saw was an Nth-generation copy, with poor colour - which gives rise to the common myth that Nausicaa shows her bare bottom when flying), but which makes little sense and ultimately left me confused.",1
170,"Tony Scott has never been a very good director, but every film he's made after ""Crimson Tide"" seems to bring him one step closer to being the inarguable worst working today (Michael Bay may fall into the same category, but at least his big, dumb, delusional epics entertain on some primally perverse level). And like other overblown Hollywood biopics (""De-Lovely"" and ""Confessions of a Dangerous Mind,"" for instance) chronicling the lives of pretentious, overrated, or outright shallow ciphers given an aura of ""mystique"" by a society that thrives on the juicy behind-the-scenes details, ""Domino"" is a film that begins with little potential, and dashes that infinitesimal amount before the sixty-minute mark. With an already-distended running time of 128 minutes, the film feels twice as long, and spending time with characters this obnoxiously superficial and forgettable (unlike the superior ""Rules of Attraction,"" Scott's attempts to tinge the proceedings with irony via Domino's smug, self-aware-rich-girl voice-over only draws attention to the film's sledgehammer cluelessness) becomes an act only masochists could find pleasurable. The story? Spoiled-upper-crust-babe Domino Harvey (Keira Knightley, in an ersatz-badass performance as shallow as her gorgeous looks) is sick of the shallow lifestyles of the rich and famous in Los Angeles, and accosts gruff bounty hunters Mickey Rourke and Edgar Ramirez to learn a more exciting trade; along the way, there are double-crosses, shootouts, media attention (courtesy of a tongue-in-cheek Christopher Walken, phoning in his trademark sleazebag), and laughable hints at romance. Scott cuts the film together in segments that rarely last more than a few seconds, cranking up the resolution to make the film a neon-drenched nightmare that's frankly unpleasant to watch--if Scott's given an opportunity to shakily frame an image, ghost it, or distort it in some way, he will; but all this tacky stylistic overload overwhelms what little plot, characterization, and suspense the film has (to say nothing for its, ehm, ""entertainment"" value). Most of the characters come off as either contemptible or stereotypical, oftentimes both (observe the unbearable, several-minute segment where an African-American introduces a new list of racial categorizations on ""Jerry Springer""), and I found myself wishing they would all get the ""tails"" end of our protagonist's coin by the end. ""Domino"" is utter, unmitigated trash--whatever interest in this individual Scott hoped to inspire in his audience, it is lost in a sea of migraine-inducing neon pretension a few minutes in.",1
171,"Anna (Ursula Andress) is brought in as an official R.N. by ex-lover Benito Varotto (Duilio Del Prete), ostensibly to nurse an aging widower, Count Leonida Bottacin (Mario Piso), back to health after a heart attack. But Benito is actually leading a group of heirs and businessmen, including American entrepreneur Mr. Kitch (Jack Palance), with ulterior motives, reflected by what Anna hopefully will actually accomplish with the Count. He has a history of, well, liking women, and would be actually a bit more ""vulnerable"" as he is cured. The bad guys get derailed as Anna does not go along and grows closer to the Count. The ending might be said to be ironic, but it is probably better described as predictable.   But so much for plot--this film is totally an erotic comedy, from start to finish, and oh how good. There are many nude scenes, including ones of Anna and Jole, one of the malevolent heiresses, played by Luciana Paluzzi. Both Ursula and Luciana are noteworthy continental ex-Bond women, and thus fulfill the fantasies of male viewers. As she did in Thunderball (remember Fiona Volpe), Luciana plays a femme fatale, sort of, although less elegantly.  Perhaps the best scene is Anna's (slow) complete strip and jump in bed with the young Adone, the ""other patient"" (who incredibly is resisting), in an attempt to find out what he knows about the plot. But even at this point she is already two-faced (for the better), for she has decided not to go along. However, Benito is more than a two-timer with women, having had lengthy flings in the past with both Anna and Jole, and the rival best erotic scene follows an invective-filled (to put it mildly) argument between him and Jole. This is a standing-up encounter in which Luciana is down to black panties only. Another nice one is Ursula swimming fully naked in the estate's pool. The Count is free, as the client, to put his hands wherever he wants to on Ursula, and he takes advantage. Hey, somehow I've gone back to the actresses' names in my descriptions. Erotic scenes involving other women include an amusing naked wine cellar chase. ""The Sensuous Nurse"" is compact, 77 minutes, but it doesn't need to be--it is enjoyable without interruption, start to finish. Definitely recommended.  ",0
172,"Two things haunt you throughout L'intrus (The Intruder): who's the intruder and is it a movie or a dream you're watching? The ending is so shocking that for a while you're at a loss for an answer to either of those questions. The intruder pops up as different characters, different men in different circumstances who don't belong in the scene, so they're expelled from it, kindly or brutally, but often without emotional involvement. The main character, Louis, is a contemptible man. He's got rough ways, some mean job and no heart. He needs one and goes after it. He has a heart transplanted and afterwards decides to start a new life. Can this man succeed in his quest for redemption? A guy like that could cut your throat at the drop of a hat. You know it but Claire Denis doesn't encourage you to judge him. Occasionally, there's a young Russian woman -a beautiful girl who seems to inhabit someplace between heaven and earth - who does judge him. She may even punish him. But not Denis. There's the character played by Beatrice Dalle who wants no business with him: don't touch me, she says. But Denis lets this man be himself, films him in his self-absorbed quest. I don't know if what she films is the heart or the mind but it isn't the traditional plot basics. Whatever she films, you get it in the end. You know who's ""the"" intruder, you know why, more or less, and some scenes come back to your mind with their full meaning. But was it a movie or a dream?",0
173,"I loved the movie, but like everyone said, there were some bits that weren't developed enough. I thought personally that the girls were very vapid before they landed in prison; sure, they were supposed to be innocent American girls but still...I felt like they lacked that bond that best friends are supposed to have. For example, in the montage where they're sight-seeing, the way they held each other for the photograph was very awkward-looking.  Then, there are some parts that were very ambiguous. I think it's pretty much understood that Danes' character didn't do it, but I can see how that could be confusing. Also, why did the camera dwell on Manat bearing a very grim expression after he put the bags in their taxi trunk? I thought it was suggesting something, but it turned out to be nothing.  Apart from that, the movie was great. I cried when Claire Danes took the blame; she's a GREAT actress.  Also, I wanted to see that bitchy Thai inmate get her ass kicked. Talk about lack of closure...",0
174,"It is one of the worst movies i've ever seen, but Hostel is definitely much more worse. This movie is more funny and ridiculous, than scary. I laughed most of the time when watched it. Low quality effects (when you gonna watch it, you'll understand what i'm talking about and HOW LOW quality is that), bad actors (i hear of them for the first time), and it seems like it's shot by an amateur camcorder (so it looks more like a TV show, than a movie). But at least i've had the patience to watch it till the end. Like comedies? Watch it. Wanna horror? Go watch Ju-On: The Grudge or some other good horror movie.  If i'm talking about the Legend of Diablo, i don't even know if i can classify it to a Horror genre. Just some low-budget crap.  I rate it 3 out of 10",1
175,"Or maybe that's what it feels like. Anyway, ""The Bat People"" is about as flat as a rug, bland as a sack of flour and as exciting as a rock...and as intelligent as all three combined.  Okay, plot in a nutshell (fitting vessel, that...): a doctor (Moss) gets bitten by a bat while checking out a cave with his wife (McAndrew) and subsequently turns into a bat - well, not exactly a bat but a bat-like creature that looks more like a werewolf who kills his victims in a first-person camera viewpoint....  But then there's the business of the sheriff (Pataki), who is about the WORST kind of sheriff: the hick kind. He hassles people, he leers at married women, he steals handkerchiefs from haberdasheries (the FIEND!), he smokes with one of those cigarette holders in his mouth and talks at the same time, making him look and sound like Buford T. Justice in ""Smokey and the Bandit"" and (this is the worst part)... HE'S THE MOST LIKEABLE CHARACTER IN THE WHOLE FILM!  The whole film, though, is just TV movie-of-the-week-like crapola (guano, in this case). It's an AIP, for crying out loud! What did you expect, Oscar caliber stuff?  And what else can you say about a film that not even MST3K can save?  How about...no stars for ""The Bat People"", full version OR MST3K version!  By the way, if there's ever a sequel for this movie, I'm burying my TV.",1
176,"Full House was and still is a great show. It's a good show for people of all ages and is also a good family show. There really aren't any shows like it anymore. The kids are very cute and even though it's a bit cheesy, it's still good, especially for anyone who watched it when they were a kid. I would love to see the cast interviewed now. Anyone that would like to see interviews of the cast, kind of like a where are they now type thing for the special features of the DVD, should go to the Petition spot website and sign a petition titled Full House Reunion on DVD as there is a petition for this in hopes that the cast may want to do it. Yay for Full House!",0
177,"I loved the episode but seems to me there should have been some quick reference to the secretary getting punished for effectively being an accomplice after the fact. While I like when a episode of Columbo has an unpredictable twist like this one, its resolution should be part of the conclusion of the episode, along with the uncovering of the murderer.  The interplay between Peter Falk and Ruth Gordon is priceless. At one point, Gordon, playing a famous writer, makes some comment about being flattered by the famous Lt. Columbo, making a tongue-in-cheek allusion to the detective's real life fame as a crime-solver. This is one of the best of many great Columbo installments.",0
178,To Die For has it all.This film has a great cast. Lots and lots of romance and terror. Not too gory but still enough to appeal to horror fans. There are a lot more vampire love stories. If you are a fan of vampire love stories I strongly recommend this film-10/10.,0
179,"The story is somewhat stilted, what with the main character's sudden reversals of fortune, but Leslie Howard and Bette Davis's portrayals of Philip Carey, the naïve obsessed lover and Mildred Rogers, the unworthy object of his affections, raise this film considerably above standard melodrama.  Sensitive, cultured Philip, who for most of the picture is in bondage to first his infatuation and then his pity for Mildred is not unlike a character Howard was to play a few years later--Ashley Wilkes, the Southern gentleman too refined and decent to make it in the rough Reconstruction era. Philip in fact seems resigned to disappointment even before Mildred enters the picturehe doesn't even seem particularly surprised when his art teacher tells him he'll never make it as a painter. It is perhaps this passivity, these lowered expectations that makes him put up with the selfish Cockney waitress for as long as he does.  Although Leslie Howard is memorable, today ""Of Human Bondage"" is mainly thought of as a Bette Davis picture, perhaps because of the well known story of how she had to fight Jack Warner to get the part of Mildred, and perhaps too because movie audiences tend to prefer characters with her sort of brash energy. Mildred may have a grating voice, but she also has the ethereal beauty of a stained glass angel, making it somewhat understandable why Philip let himself be strung along for as long as he did. Although man eating Mildred may at times seem one dimensional, she does evoke sympathy in the viewer from time to time as when she becomes ill and belatedly realizes that Philip is the only decent man who ever cared for her. One may also think she is on to something when she accuses Philip of looking down on her for not being ""fine"" enough. (The scene in which Philip and Norah dismiss romance magazines as trash for kitchen maids seems to confirm this).  Most of the supporting characters are also effective, particularly Norah the sensible romance writer who loves Philip but knows she can never compete with Mildred and Sally who has Mildred's beauty and Norah's decency and emerges as the deserving woman Philip is rewarded with in the end. The only character I found hollow was Sally's eccentric, ale slurping aristocratic father who seems like a stock character from an earlier era.  A classic that deserves it reputation.",0
180,"Sorry, but every time I see a film wherein a woman sucker-punches a man and the man does nothing but cower, the film looses all credibility. So the new (female) Starbuck immediately tainted the plot before it even got off the ground (no pun intended). Dirk Benedict was so much more plausible as the sensitive hero-type than the new-age Kattee Sackhoff-- whose overacting will probably be henceforth lauded as ""a compelling, exciting, must-see, ground-breaking performance,"" by the politically correct new-speak of today's review copy editors; but in essence, it is just a tired, old image of a woman with a chip on her shoulder as big as a townhouse: the biggest cliché on screens today. I may give this series one more shot, but human caricatures alone will not keep me tuned in. As James Hilton once bemoaned, ""A story, please; just give me a story.""",1
181,"To my surprise I quite enjoyed 'Spacecamp', i remember seeing it about 13 years ago, and recently I hired it again. I was quite impressed. Obviously the special effects in todays space films such as Armageddon and Deep Impact are far superior to those in SpaceCamp. However, this film had a story- a very stereotypical eighties story where you could almost recite the next line of dialogue before hearing it. But thats what I liked about it- they don't make films like this anymore, so it was a refreshing change. It was interesting to see Kelly Preston, Leaf Phoenix and Lea Thomson in early roles, with Tom Skerrit and Kate Capshaw to add substance to the light & fluffy plot. Absolutely loved the robot named Jinx, it was very cute, but it unfortunately had more emotion than some of the main characters. The film was almost inspirational in its own way, and it was interesting to note that it was filmed at the NASA Spacecamp in Alabama (i think).",0
182,"This show started out with great mystery episodes. I think everyone is in the first 15 or 16 episodes. After that, the show started playing short episodes with Shaggy, Scooby doo, and Scrappy doo.  I think Hanna Barbera Productions had to change 20 minutes episodes into short episodes. Some of the voice actors became unavailable. After 15 or 16 episodes, Frank Welker (who played Fred) became unavailable. I think the voice of Velma changes after first 12 episodes, because the first voice actress who played Velma was unavailable.  And the network ordered the Hanna Barbera studio to make more shorts with Shaggy, Scooby doo, and Scrappy doo, because the ratings were high. So they had to make more shorts. I wish they were mysteries like 15 episodes. Still it is a good show.",0
183,"*****THIS REVIEW MAY HAVE SPOILERS - but that determination would be negligible in such a classic and well-known story*****  The CINDERELLA story ranks as my favorite fairy tale. The world will never have enough of this wonderful tale.  The problem is that everyone wants to tell their own version of the tale. This cannot work if the story deviates or attempts to throw some interesting ideas together with some magical photography and scrumptious looking production designs with poor direction and editing.  This Cinderella story is more like an Ugly Duckling that never hatches or rather, is never transformed into a swan.  All the production value that money can buy, cannot purchase good cinematic timing and dramatic development - or good acting.  The entrance of Cinderella at the ball as so poorly done, there was no drama of anticipation nor excitement of discovery.  The writing made me very nervous, too. The Prince Charming was the most undesirable of memory. Why would any girl want to marry a boorish, self-absorbed prince who disliked women?   Turner's turn on the Stepmother role was an embarrassingly painful showing that demonstrated one-liners more than acting nuance.  Even the Cinderella part held little interest or sympathy.  Perhaps only one sentence will describe this attempt: So cheaply '90's,  What MUST be mentioned and mentioned in shameful excess is the glorious photography, matte work and production design. It was a pleasure to peruse the landscapes, sets and settings as the story unfolded.  For some Cinderella storytelling, go for two gems:  1) Rodgers and Hammerstein's Cinderella Musical with Lesley Ann Warren. Even with the obvious stagey TV - 60's look to the sets, this is the best version on celluloid - bar none. An all star cast makes every effort to provide the highest entertainment. Engaging, diverting and memorable writing and music. This is the classic.  2) Ever After- this Drew Barrymore gem maintains the historical perspective, alters the story line but not enough to derail the effective development of the salient points of this classic tale. The characters of the principals and of all of the supporting roles were written smartly and acted well.",1
184,"I first saw this movie back in the early '90's when it was first released. Room With a View was also newly out. Enchanted April had so much more to offer! I found it much more real and earthy, the characters more believable for being 'normal'. By the end of the film I felt the same as I did when I first saw the BBC production of Pride and Prejudice, I was yearning for the characters to find what they were looking for whether it was isolation, peace, liberty or love. You get a sense throughout that Italy is so far removed from everything they have ever known, that they are so decadent for taking a risk and leaving behind all that is humdrum and constricting. But in the heat of the spring in April, everyone's lives loosen and unravel (in line with the Victorian corsets) and are slowly rebuilt to everyone's satisfaction. What a little gem of a film! How come it isn't more well known?",0
185,"Apparently, the people that wrote the back of the box did not bother to watch this so-called ""movie."" They described ""blindingly choreographed intrigue and violence."" I saw no ""intrigue."" I instead saw a miserable attempt at dialogue in a supposed kung fu movie. I saw no ""violence."" At least, I saw nothing which could cause me to suspend my disbelief as to what could possibly hurt a man with ""impervious"" skin--but here I am perhaps revealing too much of the ""plot."" Furthermore, as a viewer of many and sundry films (some of which include the occasional kung fu movie), I can authoritatively say that this piece of celluloid is unwatchable. Whatever you may choose to do, I will always remain   Correct,   Jonathan Tanner      P.S. I was not blinded by the choreography.",1
186,"Wow, I can't believe people consider this a 'good' movie. Now, I have seen much worse, but there are much more romantic/funny comedies with John Cusack.  This is a mediocre film at best. While the acting wasn't terrible, but not great, for a romantic comedy, there was little passion, little romance. There were many loose ends that don't show up or are not addressed. Unfortunately, the main characters do come off as complete cowards. They don't know themselves well enough to realize that they don't love the people they are engaged to. How do we know they aren't in love? By the utter lack of remorse both characters have for leaving their finances. I can think of few things more romantic than the continual escape from commitment that these two show.  The movie doesn't even end with a wedding scene, more than likely both will get cold feet and drop each other like hot potatoes once a commitment is nearing. This movie is really about two people who can't commit to anything, unlike Cusack's previous characters, who were more than willing to make a deep commitment (Loyd in Say Anything, Martin in Grosse Pointe Blank, etc.).  The greatest failure of this movie was the complete lack of any twists turns, or anything of interest. When the movie ended, I felt like they had failed to include a climax to the story, which basically fits the whole movie: boring. No suspense about whether the two will end up together, no joy when they do, no consequences to their actions.  It is sad that people are so blind to the shoddiness of this movie, that they simply rebuke any criticism with 'Everyone is too Cynical!'. Criticism of this movie is not cynicism, simply unbiased examination. There are many other better romantic comedies, even ones with Grace Kelly, or Eva Marie Saint.  If you think this movie is great, try these movies, you hearts will explode: The Princess Bride, Say Anything, Grosse Pointe Blank, High Fidelity, Keeping the Faith, Charade, Rear Window, North by Northwest, or There's Something About Mary (which is a good examination of idealized romance vs. today's society).",1
187,"Saw this at the Hawaii Film Festival where the director and his wife (who produced it) took a Q&A afterwards.  I found it hard to believe this is a first time director and all kudos to Harvey Keitel for once again taking a risk and going out on a limb for a script he liked.  Certainly reminiscent of Cinema Paradiso, it tells the story of the young director on the turning of the revolution in Cuba. However, don't expect this to be a movie about the revolution, it's political stance is wonderfully ambiguous. Many references to the directors obvious love of film history (a great ""Bicycle Thief"" homage"") and some whimsical scenes which work with out being pretentious.  Enjoy!",0
188,"Don't get me wrong, I love action and revenge flicks, I've seen many of them since I was a kid, including Dolph Lundgren's latest ""The Mechanik"" which is quite good. And Tony Scott certainly know how to use a camera and even might be a genius shooting and editing films.  But with ""Man on Fire"" (and even more then with ""Domino""), Scott shows that rather than using his film-making ""genius"" skills intelligently, he uses it puposelessly to show off and compensate a lack of substance that his material doesn't offer him. ""Man of Fire"" is close to 2 hours and half when it really should have been at least an hour less.  The way Scott shot and edited this film also makes you wonder if he really wants you (the audience) to sit through his film because his constant camera moves and flashes really are a torture for the eye and makes you wanna leave the theater or turn it off after 5 minutes into it.  At times where the MPAA and studios have questionable attitudes regarding ratings, violence and making PG-13 movies, I find also suspicious that a $70 million movie is made of a B-movie script with a character who cuts fingers, puts a bomb in a man's ass and blows a guy's hand with a shotgun, all this to avenge the death of a little girl who ISN'T even dead! Go figure then why a studio will pass a better script because of the language or violence... Thus said...",1
