,Consumer_complaint_narrative,category_id
327,Food was ok had a steak w/ shrimp side Ass mashed potatoes. Everything was ok not a lot of flavor.,2
328,"I ate here at around 8:00 on a Saturday night.  Reading the other reviews, it makes me wonder if people were a the same restaurant I was.  Sure, it isn't a world class dining establishment, but it is decent considering it is a chain.  You should know that going into any chain, really.  It was basically exactly what I expected in terms of food quality and price.\n\nWe were greeted immediately upon entering, and while the hostess went to grab menus, another server asked us if we were taken care of.  Service at our table was very attentive and water and other beverages were promptly refilled.  I ordered soup and two appetizers instead of an entree or pizza and the server made sure to ask me about the order in which I would prefer receiving my food.  \n\nMy fiance ordered a deep dish pizza and we know they take longer to make than other food items.  It was quicker than we thought it would be and he really enjoyed it.  I had the potato skin appetizer.  It reminds me of a \""baked potato pizza\"" that I used to enjoy at a local place back in Buffalo.  It was delicious, especially with the addition of a little bit of hot sauce.\n\nOverall, it doesn't even come close to visiting an Uno's in Chicago, but then again, when does a copy every live up to the original?  It won't be a regular location in our  dining rotation, but it is good to know that when we have a craving for deep dish, Uno will do the trick and cost a lot less than a trip to Chicago.",3
329,My girlfriends made reservations here for my bachelorette party last Saturday. I highly suggest that you make reservations because we were able to just walk right in and sit down. There were people there waiting 30 minutes+. We had the sangria which was amazing. Our sever Alex recommend it and it was perfect for the 4 of us.  I had their thin crust pepperoni pizza which really hit the spot. My two friend had salads which they said were amazing and my other friend joined me in ordering a pesto chicken pizza. Let's just say there wasn't any food left on the table when we were finished.  I will be back for sure.,4
330,Pizza ok on it's own nothing great . Definitely not worth the restaurant price.  definitely not like pizzeria UNO in Chicago. Are they even related   or are they just using their name and trademark.,2
331,"The menu is outstanding but the pizza and beer is too expensive. For 2 personal pizzas (the size of pizza hut) 2 beers and 2 salads, we paid over $50 bucks. The personal pizzas alone were $11 each... If you want pizza and beer go somewhere else-pasta appetizers, or sandwiches... this place is good.",2
332,"Well this visit started off good. I was seated right away, no wait. Was given a good beer selection of some PA Craft beers. Ordered the traditional deep dish pizza, but with no onions. Now after we ordered, it just went downhill from there. Was never asked if I wanted another beer, the waitress just gave me more water. My pizza still had onions in it. Which I stated right off the bat, that I didn't blame the girl who took my order. I know cooks can't read. I was one for many years. Mistakes happen, and the manger took care of it and took the item off my bill. NO complaints, still ate the food and it was good. Just not a fan of onions on my pizza. \n\nNow onto the bill, the server continues to tell me that she was sorry for the mistake and declares she told the cooks not to add onions. I already said it was taking care of and there's no worries. She goes on to say that the next day was her birthday, and if I felt like leaving all my money as a tip, it wouldn't go unnoticed. I took this as a joke as I had told her earlier I worked in the industry. When I hand over the gift card I had on hand, she comes back and again repeats herself, tells me that cash as a tip is preferred as she doesn't have to claim it at the end of the night. And again if I felt like leaving her all my money, she would just be so freaking happy. Let me explain one thing and hopefully I am very clear on it. No server, and I mean NO server anywhere, should ever ask a guest or customer for a tip, yet alone, do it twice! So out of kindness, which I shouldn't have left anything by this point. I left a nice tip for the cost of what food I did  have to pay for.\n\nBottom line, the food was good for the price, but the service from this one person as I don't know how the rest of the servers are. Was just horrible.",3
333,"All in favor of a deep dish pizza say I!.......IIIIIII,  ok now that i have that out of my system. This place is such a great hangout/eat-in spot. I hadn't been here and years and some friends invited us out for the evening. I was so glad they were paying cause  I was low on funds at the time.\n\nWe arrived on a friday night and of course it was busy there. We waited about 10 minutes to get a table which wasn't bad considering the crowd. We looked over the menu and they have so many great choices. Pizza, pasta, appetizers, seafood, burgers, salads and sandwiches. \n\nAfter ordering two mango lemonades that were wayyyyy over sweetened we ordered our food. We both are going gluten free which is tough but UNO's gave us a nice selection of dishes to choose from. Plus! They make a thin crust gluten free pizza which taste great. My hubby ordered the mediterrean thin crust because he loves kalamata olives and I ordered the Guac-alicious burger with a Caesar side salad. My salad came out pretty quick which was nice but it had a little too much dressing on it. I didn't complain, it still tasted great.\n\nI'm not into red meat so I tried to order a black bean burger or get chicken instead of beef, but the ran out of black bean and they couldn't get the chicken so i just ordered it anyway. The burger was piled really high with all the toppings including guacamole and it was very creamy but i couldn't get over the taste of the burger because it just didn't have any flavor. Very saddening. I ended up just eating the veggies and discarding the meat. I snacked on some of my hubbies pizza even though it was only a small amount. \n\nWe came here twice in one week. The second time we ordered the 9-grain deep dish with mushrooms, parmesan and a garlic white sauce. Was this pizza amazing or what?? I will probably always eat this pizza whenever I come. \n\nOnly down side is slow service. It took 20 minutes for our pizza to come out and my hubbies was a little over cooked. He got the numero uno which was ok but mine had way more flavor!!",4
334,I had the deep dish pizza and it was very good!  The individual size was smaller Than I expected for $12 but I wasn't starving so it was very filling.  Our waitress April was very nice and attentive for how busy it was.  We had about a 30 minute wait but it was worth it!  I can't wait to try it again!,4
335,"My friend and I have never eaten here before so last night we decided to check it out. For a Thursday it wasn't that crowded and we were seated promptly. There were plenty of flat screens and warm lighting that made the place cozy. We ordered a thin crust pizza: on one side there was chicken, hamburger and pepperoni (for him) while the other side had just pepperoni (for me). I was expecting the pizza to be bland and warm but it was surprisingly hot and savory. I even tried a slice of my friend's pizza and the hamburger and chicken were moist, not dried out. This wasn't bad for a first visit so I will definitely be back in the future to try more menu items. I'm only giving Uno 4 stars because the waitress brought us a plate that still had old food stuck to it. Hello! The plate was yellow! How could she not have seen that?!",4
336,"Well, it started well. Food was okay. Deep dish pizza was good. But the salad we had - too tiny portion!!!\nWe were greeted and seated well. But later the service was not all good. Bad bad service. First of all we had to ask for everything we wanted. The server didn't even had courtesy to ask if we wanted anything more or would like to go for deserts. She just handed over the check when we even didn't ask for it (we wanted to order more).\nLater when we talked about this in the front, the girl there also just listened and said \""okay\"", not even a sorry once!!!\nI would not like to go there again... :(",1
337,Nope!,1
338,Was very disappointed with the food. It was overcooked and not seasoned very well,2
339,Nice place but some of the items on the menu are not available unless you get a 2 for 12 but that's not what the online menu states. And it's a salad come on..,2
340,Love the stores selection but HATE how the girls chase you around to tell you their sales. If I wanted to know I'd ask !!!,3
341,"Interesting the reviews here are less than stellar already. I would normally not review a chain retail store, but the service I received today just really got my blood boiling.\n\nI will state, as I always do in these types of situations, that I have worked many years in retail. I know what you're supposed to do. I know the ways I've displayed exemplary service and I know the ways I've slacked off. I get it, I really do.\n\nSo I'm in the store early. Hardly any people in there. Weird for the Semi-Annual Sale time of year. Usually it doesn't matter what time you're there during the sale, it's always busy. \n\nI went through my usual bins and picked up a mess of undies and bras. Since no one was at the check out counter and I needed a spot to go through things, I set them down and started to try and chat with the sales chick. I actually always like to do this, just to shoot the breeze, but also to get their opinions on items I'm buying. \n\nThe girl behind the counter was having non of this though.I asked her about a bra and she said she didn't know about that one, but said it should work. I understand, you can't try them all. But the thing that really irked me was that she was definitely not hiding her annoyance at me setting down my things on the counter. I even looked back to make sure there were no people checking out behind me. Ghost town. Tumbleweed rolled by. No one.\n\nSo I'm going through my stuff and separating what I want and don't want and she's sighing and grabbing things saying \""Soooo, you DON'T want these???\"" Um, I'm not asking you to help me sort things. I'm not holding up a line. I'm just trying to not spend $$$ on an accidental XS pair of undies that got mixed in! \n\nAfter that, it's not exactly what she said, but how she acted. I have never felt more uncomfortable in a retail store before. I ended up grabbing my discards and putting them back myself (which I really don't mind doing, but after she huffed and puffed, I didn't even want to deal with her). \n\nThe thing is, I was nice the entire time. I don't expect you to sit there and be sugary sweet either. Just do what you were hired to do. Be nice and sell some bras. If you come to work in a bad mood, the real world is not going to give you a hug. Suck it up and do your job or work where you don't have to talk to anyone else ever.",1
342,"Wasn't terrible,\nBut certainly wasn't great.\nSave your hard-earned cash.",3
343,"Honestly, I'm furious. I enjoyed PF Chang's restaurants in the Chicago area, and my wife and I have eaten a few times at this Pittsburgh-area location. Over the last year, we have tried repeatedly, but the 90-120 minute wait for dinner is unacceptable. We tried going early, late -- it never made any difference. The front staff was rude, and the wait was too long.\n\nTonight, we had a special date planned, and made reservations a week in advance. We came in the door exactly on time, waited in the line to see the front staff, and we were promptly handed a pager. They couldn't tell us when we would be seated.\n\nI imagined a short wait, so we went outside, crossed into a store to wait (since the entrance of this location is so packed, it's impossible to wait at the bar or in the meager seating).\n\nAfter 20 minutes we gave up. We went back to PF Chang's and the front office staff still couldn't tell us when we would be seated. I saw open tables.\n\nWhat on earth is the point of accepting reservations if you do not honor them?\n\nThe food here is good, but certainly not great. We went to a local Thai place and were seated with no problem in 5 minutes. The food was much better, the service was good even in a crowded busy restaurant. Oh, and the local place was a much more reasonable price.\n\nWe certainly will never visit PF Chang's again.",1
344,"Stars are for the food only.    2.5 rating\n\nGot there at 8pm on Saturday night, they told us it was an hour wait which was expected, but it only took 30minutes to be seated so that was a bonus.  Started off with the lettuce wraps and i used to be a fan of these but they just seem to bore me now(FYI-love the lettuce wraps at the cheesecake factory).  I had the Singapore rice noodles.  This was so so as i thought immediately that lu lu noodles and asian cafe are better.  The fried rice was disappointing and the vegetables tasted raw.   Some good notes were the Dynamite shrimp, plump, juicy, tangy with a small kick.    Sweet and sour chicken was just the same minus the kick. \n\nThe service was annoying.   We were there less than 45 minutes and it seemed like our waiter was in a rush to get us out of there.   Constantly asking if he could remove my plate.  I had to sternly say at one point that I will let you know when i am finished.  I found it rude especially since  there wasn't even a line at this point.  \n\nI think we will travel elsewhere following a movie.  The result never quite met the anticipation.",2
345,"Went there for lunch and had a decent meal.  While the Mongolian Beef was beyond excellent, the Moo Goo Gai Pan was average (although I did enjoy the shrimp in it).  Service was fine and decor is pleasant.  For some reason I'm just not in the mood to write a detailed review - please accept my apologies.",3
346,"Sadly I've been here a few times because it's a crowd pleaser when my girlfriend's parents come down to visit. There's nothing really WRONG with it. The portions are big and the food is \""alright\"" and the interior gives you the superficial impression that you're encountering fine dining.\n\nThe food is sooooo bland though. Everything you get at P.F. Chang's you can get elsewhere in Pittsburgh at a much lower cost and it'll be made with more precision and have better flavor. The honey chicken at P.F. Chang's was so mediocre all I could think about while eating it was heading over to Wai Wai in Bloomfield and getting a tastier order of it for 8 bucks.\n\nLast time we were there the server was horrendous as well. I don't think I've ever felt as awkward at a restaurant. He brought my girlfriend's father (Don) his unsweetened tea then told him he didn't bring sugar because he asked for it sweetened and then did not understand the concept of sweetening it yourself. He then got all huffy when Don kept asking for it and actually seemed angry at us. When he came back to take our order Don ordered for himself and his wife and before Janey (my girlfriend) and I could order he had already started to walk away. We actually had to yell out to get him to come back and finish our order. (not in an uncivilized or malicious way, either) After that he must have thought we were terrible diners (I don't think I've ever been impolite to someone who is currently at work, or ANYONE for that matter) and he showed it by being silent and plopping things down in a passive aggressive way. It was really embarrassing and every time he came by the conversation died.\n\nObviously the attitude of one idiot who can't hide his bad day well doesn't really have anything to do with the restaurant. But it's soooooo bland! Go somewhere else for Chinese! Look up Chinese on Urbanspoon and it'll give you a variety of good, local places to choose from at half the price.",2
347,"We visitied PF Changs on Sunday with a large group of 20 people.  Although they had to split the tables - everything was delicious!\n\nWe enjoyed everything from the spring rolls and chicken lettuce wraps...to the mooshu that they made special vegetarian for one of the guests...to the fried banana dessert!\n\nif you are with a group, and you want dessert - get the fried bananas!  They come wrapped in a spring roll wrapper and with coconut/pineapple ice cream.\n\nOverall, we had a great time and would come back here again.",4
348,"I've had PF Changs both in Pgh and KC and honestly, I'm never been disappointed nor elated with the food. It's 'upscale' Ameri-Chinese food. You don't come here seeking 'authentic' Asian staples; it's all changed to some degree to suit American taste buds... nothing wrong with that, imo. Do I even know what 'authentic' Chinese food is? Yes, sortuv, somewhat. Will I stop putting quotes around 'everything'? Definitely not!\n\nIt was 45 min from closing time when we (party of 6) rushed in on a weeknight; got seated, ordered and ate without feeling rushed by the staff.\n\nThis particular PF Changs, on the Homestead Waterfront, had fast and friendly service, though he forgot our order of asparagus. We sampled everything from the the Szechuan shrimp to the Mongolian beef to the Dan Dan Noodles. Good flavors, nothing that stepped out in the crowd.\n\nI don't come here all that often but when I do, I invariably leave feeling satisfied and full.",3
349,"So I have never been to P.F. Chang's before since I'm Chinese and I'm not a huge fan of eating at Chinese/American restaurants when I can eat delicious authentic Chinese food at home (courtesy of my momma). My boyfriend and I were at Dave & Busters and weren't in the mood for American food, which was what we were all surrounded by so I decided to give P.F. Chang's a try. \n\nWe came on a Saturday night without reservations, so we had to wait 45min :( Luckily time went by fast while I was on my phone looking at the Yelp reviews for this place. When we were seated, we ordered immediately and our server was very friendly. We got the salt and pepper calamari as an appetizer and then the Dan Dan noodles and Shanghai shrimp with garlic sauce. The food came out quick which was a huge plus considering how busy they were. The calamari was okay. I felt like the strips were cut too thin and we should have received more. The Dan Dan noodles were actually very delicious and flavorful. I really enjoyed them and definitely recommend them. The shrimp was cooked well and was also good. Overall I was happy with my first time experience here and would consider coming back if I'm ever in the mood for Chinese/American food.",4
350,LOVE the food!!!!!! Try the bomb pop martini. The service has definitely Gone down hill in the past year. And when I've  told the manger he just doesn't give a shit.  It's either hit Or miss with service. But food is ALWAYS GOOD,3
351,"The service was lackluster. Coffee was warm but delicious. Limited to one cup, apparently, as the waitress never offered a second.\n\nDaughter had sweet and sour shrimp. Wife had spicy chicken. I had wonton soup. Dumplings as an appetizer for the table. All arrived warm. The brown rice was dry as sand and the white rice was delayed by rice cooker problems. Also dry as sand. I guess that is how they serve it.\n\nThe base flavors for the shrimp and chicken were nearly identical. I had expected them to be more diverse. \n\nIn all, expectations were not met for what is advertised as upscale. I'd rather have the local Chinese cuisine which more flavorful, and much less expensive.",2
352,"This was my first time at this PF Chang's and I was not impressed. The service was extremely slow even though it was a Sunday night and the restaurant was not very busy. The portions were small. \n\nThey were also playing 5 year old pop music really loud. Pop music?! Come on--this is an \""Asian Bistro.\""",1
353,"I was unimpressed with my food and I am even more sad to see, now that P.F Chang's mass produces frozen dinners. \nThis is about as far away from Chinese food you can get, unless of course you are eating microwaved warmed shrimp fried rice. The restaurant is cluttered and the music was up so loud.  I had to yell to carry on a conversation. P.F Chang's in the Waterfront is a unmemorable experience. Maybe I would have better luck microwaving my own meal at home?",3
354,"I really enjoyed my Mongolian beef and pork pot stickers, but \nThere was NO presentation of pfc mixing sauces. \nOne of the things that sets pfc apart from the run of the mill Non franchise is PRESENTATION and experience.  I was extremely disappointed by the LACK of presentation. \n\nReservations:\nOur party arrived about 15 minutes before our 5:30 reservations.\n\nAt 6:11 we were informed our reserved table had been given to another party . Obviously someone dropped the ball here.....\n\nWhen we requested silverware for the table. Our waitress blamed it on the hostess. Yes, theHostess should have provided silverware.. However It was unprofessional of our waitress to pass buck. As a Patron I could care less who's fault it is; just $@&&@in fix it. Defiantly took away from my pfc experience.\n\nMy Hot and sour soup is usally served with\""noodley\"" things that I drop in the soup. We weren't given any \""noodley \"" things . Not trying to be a jerk but all things being equal the pfc isn't selling food as much as they are selling an experience. This experience is what sets this restaurant apart.",2
355,"I have mixed feelings about this place. I wish I could give 2.5 stars, but I'm in a good mood so I'm rounding up today. \n\nThis was my first time here and I honestly wasn't sure what to expect. The first thing I noticed when I walked in was the layout of the dining area. It seemed less intimate than I had pictured in my mind. The tables were all jammed together and the restaurant had a crowded feel to it. Fortunately, there wasn't a long wait as we had made a reservation. \n\nWe were seated at a table in the middle of the dining room alongside a busy throughway. It seemed all the servers were destined to walk past our table. I appreciated that their menu pointed out that their meals were \""meant to be shared.\"" My wife and I decided to share our two meals: Chang's Spicy Chicken and Double Pan Fried Noodles. Before our meal came out our waitress set some sauces on the table in a \""here's your sauce\"" kind of way. I remember thinking, \""That's very nice, but I have no idea why you just gave us sauce.\"" There was no explanation - just a little tray of sauces. Our food came out and she finally asked if we like mild, medium, or hot sauce. We picked medium and, with a few scoops, she turned our three sauces into three mixed sauces and I still didn't know what they were for. \n\nForget the sauce though, my attention was now drawn to our meal. For meals that were \""meant to be shared\"" these sure are little portions. I guess when you go for that high-end presentation you can charge 50% more for 50% less. The food itself was good (in an ok sort of way). I can't say it was the best I've had, but it was good enough. \n\nOverall I thought the experience was lacking. P.F. Chang's tries to be classy, but does it in a cafeteria sort of way. I was constantly distracted by the front doors opening and icy air pouring across the room. The music didn't fit the ambiance. Our table felt like it was in the middle of the road. The restaurant was loud and crowded. The girls at the table next to us were taking those annoying duck-face puckered lip pictures...  \n\nI think our experience may have been different if we were seated at one of the booths along the side of the restaurant, but no such luck.",3
356,"Surprised how empty the restaurant was tonight.   First time at this location.  Great service, but wasn't hard to do.....\n\nHad a combination Orange Shrimp and Chicken and Chicken Fried Rice.  It was typical PF Changs (Very good).  You can get the Fried Rice off the kids menu for $2.95 versus $8 for a big bowl off the regular menu.",3
357,"Let me start by saying that I do like their food. \n\nLast night I went with my wife and two guests. The apps came out fast and were fantastic. Dinner on the other hand, didn't come out quickly at all. The rice was undercooked, and we told our server. He set the rice on the empty table next to us and forgot to bring a new order. By the time I was almost finished with my meal, another server came over and they brought back another bowl of crunchy white rice.\n(is that the way rice is prepared now?)\n\nI ordered the chocolate cake. I asked for a container to take half home. The server brought out a small container and when I asked for a larger one, she said we can just squeeze it in there, and started to flatten the cake. She then realized that a larger one would be better.\n\n4 people, not crowded...2 hours total.",2
358,"ok so i've eaten here more than once but just thought to write a review on it. now, i'll be honest this is the only one i've ever been to, so i don't know if they're all the same but every time i'm underwhelmed. i get there, look at their giant selection and get excited. then i get my meal and remember that i've never had anything too great. don't get me wrong, it's not bad, but for how much they charge, they really need to step it up or at least give me a huge portion. just saying...",2
359,"Our last few visits have left something to desire, One of the things I always notice is the demeanor of an establishments employees. These people look miserable, no one smiles or greets you appropriately, it's more like get in, get out, turn the tables,\n\nThe food has remained consistently good... when we can order it. the last time JB and I came for a quick dinner, the place was not busy yet we were passed by 6 frowning waitstaff without getting drinks... for 15 minutes we were left suiting at our table with our menus closed and sitting on the edge of the table (HINT, HINT) so we left and most likely will not be returning.",2
360,"If you look at other reviews you will see that I am a very positive person, but tonight was an utter disaster!!  We sat at the bar and the female bartender  was miserable. We ordered drinks and she was unhappy that we did.  She spent 20 minutes sending text messages and took 3 smoke brakes in one hour while our drinks were empty. We ordered appetizers and they never came out.  She actually brought us our check and we never got our food. By the way we were the only people at the bar.  Finally a bus boy brought us our food after we payed. We payed before our food came because we thought our table was ready. We finally got seated by the windows. Do not sit by the windows because it was very cold. We ordered our dinner and drinks and guess what no drinks. After our food came we asked about our drinks and the waiter said he forgot. Nothing was comped and no manager was available. This PF Changs needs new management!! We will never return. I will give it 2 stars because the food was great, but the employees are absolutely miserably from hostess to waiters to bartenders. Steer clear until changes are made. It's not worth the headache.",2
361,"A big thank you to Chad Cynamom, manager at PF Chang's for making our anniversary night so special.  He seated us, brought us drinks and told us about the menu.  Every time my fiance and I go to this PF Chang's, we get the best service.  Food isn't the most authentic chinese food we've ever had, hence the 4 stars.  It is a bit overpriced as well, but the service makes up for it.",4
362,"Walked in tonight, Wednesday, at 9:50, the place was empty. Asked for a table, the hostess told us one moment when she finds one for us, then proceeded to walk to a dirty table and clean it!  The phone rang and she answered it as we stood at the door. When she hung up the phone she walked back to the table and proceeded to clean it again!!  Didn't say a word to us. Unbelievable!  Will not be back there-- rude hostess!",1
363,Good quality pork fried dumpling and mongo beef.  Bar service was fast and Efficent.   Good value.  Not a 5 cause dragon eye tea was cold first time around and beef had minor amount of fat.   Fortune was even Postive!,4
364,"I seriously don't know why people love this place so much, the food here is horrible. The rice is never cooked properly.. And it's not even Asian food. It's fake asian food. I never come here anymore.",2
365,"We had another opportunity to eat here today and the experience was much improved. There was no crowd to fight and we weren't seated near the door as we were last time. As I expected, getting a table near the edge of the restaurant provides for a much nicer dining experience. Our service was good and they accommodated our 1 year old nicely. I appreciate that they serve steamed veggies on the kids menu. \n\nI still left with the impression that the serving sizes were small in comparison to most other places, but we were satisfied and happy.",4
366,"We went last night Saturday night to P.F.Chang located at the Kierlands in Scottsdale. Terrible Experience!!! after waiting over one hour to be seated, we ordered calamari for appetizer which came with a horrible strange salty sauce and salt and pepper mix on the side. then I ordered beef and broccoli and my husband ordered a vegetarian dish with peanut sauce . After a long wait my food came so salty that I could not even eat and as much as I hate to complain but I had to let the waiter know, so he went to get me one with less salt. My husband's dish was OK. then the second one was a bit less salty but the meat had a terrible liver kind of taste which totally turned my stomach. I feel the reason they added so much salt was to hide the bad tasting rotted meat. Very bad experience. Our waiter was kind and sympathetic. ruined my evening out :(",1
367,"Let me start off by saying I have mostly simple tastes, and my favorite lunch spot for Chinese has been the New Dumpling House in Squirrel Hill. But since that restaurant is undergoing renovations, I was forced to try something new.\n\nSo... I thought I'd try the chain PF Chang's Chinese Restaurant at the Waterfront. Wow, what an unsatisfying mistake that turned out to be.\n\nI started with a cup of their Wonton soup. At $2.95 it wasn't too outrageous of a price, the broth had some flavor and there was much more in it than I was used to, including three giant basil (I think?) leafs that covered everything beneath. In the broth were chunks of chicken, two shrimp, some sliced water chestnuts and two \""pork\""-filled wontons. As I said, the broth had decent flavor, but the wontons were thick, doughy and under-cooked, and the chicken chunks were dry, which is amazing since they were drowned in broth! On a scale of bad to good, it was kind of meh.\n\nNext came my \""lunch-portion\"" order of Chang's Kung Pao Chicken (the dinner portion is $5 more). \n\nAt the New Dumpling House, this dish is served with a delectable dark, rich, tangy sauce, which I was really hoping for... Not at PF Chang's. \n\nOn my plate I received about 8 quarter-size chunks of lightly breaded and browned chicken, 7 hot Chinese red chili peppers (mostly inedible unless they are diced into a sauce), a handful of blanched, unsalted peanuts, a few sliced scallions, and a bed of the most bland brown rice I have ever encountered. Uncle Ben would've been ashamed if that stuff came out of one of his boxes.\n\nGlaringly, there was NO SAUCE!. None at all.\n\nI've had Kung Pao Chicken in New York City, San Francisco, and even from a hole in the wall in Bethel Park, PA that was much, much better. Never have I had it served in such a bland, skimpy, and overpriced way! The \""lunch-portion\"" cost was $9.95.\n\nAt The New Dumpling House, I could have a delicious lunch, with soup, entree and complimentary hot tea, and I could leave satisfied with just $8 out-of-pocket -- and that includes the tip.\n\nThe service was decent. However, lesson learned. One and done. Never going back to PF Changs.",1
368,This is the fourth Changs I've eat ate. It was pretty good. The food was kinda like it had been previously frozen. Had a strange texture. Some of the changs chicken pieces was stuck together and the breading on the sweet and sour chicken was mushy and falling off the chicken. Overall still pretty good. Would eat at this one again.,4
369,"Our family loves this restaurant.  My children and I suffer from food allergies.   I have Celiac's Disease and their gluten free selection for a Chinese restaurant is great.  My children are a completely different ball game.  They have a rare disease called Eosinophilic Esophagitus where food attacks their body.  They are very limited on their food selctions due to not being able to consume any food with gluten, soy, eggs, dairy, nuts, tree nuts, fish, shellfish, amd corn.  This restaurant takes special care of my kids by making sure they get chicken that has not gone through the egg wash.  The servers and managers are all trained in how to be careful.  Our favorite manager is Joe and favorite server is Kevin.  Call ahead if you have any questions and they will answer your questions.",5
370,"This place hit the spot. \n\nStopped here before a movie and ate at the bar. We got just what we wanted: quick service and some good eats. \n\nI recommend the fried green beans with aioli  -- soooo good! Who knew I liked green beans?! And this trip I tried some sushi and got the spicy tuna roll. Although it was clearly not pieced together by an expert sushi chef, it was extremely fresh and delish (so who cares if it's not beautiful?!)",5
371,Extremely helpful staff that knows exactly what shoes are comfortable yet stylish. The shoes I bought were high quality and durable. I was extremely impressed by the staff.,5
372,"I live close by so I go here frequently pretty much for the free WIFI and espresso. But here's a secret - they don't seem to know what an Americano is so often I am charged like 75 cents for a double shot of espresso to which they add hot water upon my request. Needless to say coffee is not expensive here as you can fill up as many times as needed without being hassled. Although there regular coffee is undrinkable to my taste. Pastries are baked fresh and are plentiful. There is other foods to choose from ie whole grain bagels are edible and about a buck with no extra charge for butta. Outside seating and people watching is always a good distraction plus there are all kinds of people who frequent this Panera from the very very old and decrepit to the fashionistas taking a break from Victoria Secrets, Ulta, Wet Seal and the other various shops at this water front location.",4
373,"I've had bad experiences here a few times now.  I wrote panera bread and haven't heard back.  Bad service all around!!!  Basically, we ordered our food, they ran out of what we wanted, so just decided to make us something else with out telling us.  When we got our food, we asked why they made us that instead of what we ordered---'oh it was the closest to what you wanted'.....hmmmm how about you tell us that before we pay, and how about you give us our money back.  Really, you don't get much for what you pay for at panera.  Its not very good at all.",2
374,I like Panera bread but this one is a so so. I always get my fuji chicken salad in every Panera bread I go. All of the other use spring mix to make their fuji chicken salad except this one.. They just use regular salad and salad doesn't taste or look very fresh either. I was kind of excited to find there is a panera bread around us but I am disappointed after trying it. Don't know if we will be back again.,3
375,Panera bread has to be the most inconsistent restaurant I have ever been to. I have posted two pictures of the strawberry poppyseed chicken salad. The first one looks delicious the second one looks like they could've used a smaller bowl. It did not even look appetizing.,2
376,"The food was fine. It's a chain. I'm not rating it. \n\nThe service was absolutely horrible. It started well enough when we ordered lunch, but ended horribly when my daughter said we should get a treat for my husband. \n\nBetween being ignored by the girl at the counter, her not listening to the order, then arguing with me when I told her I did not ask for what she brought me, I really can't decide which is worse. I rather spend my money somewhere local where they appreciate my business, rather than take attitude from Panera employees.",1
377,"It was my first time here.  Was recommended by my coworker.  However, I was a little unsure as I've read some bad reviews about this place.\n\nThe first visit was great.  The receptionists were helpful and gave me guidance on how to get my dog licensed.  Everyone seemed happy and talkative.  \n\nDr. Bezak was very nice.  He had a smile on him the entire time I was there.  He was very quick to give me information about anything and everything relating to the dog.  Overall, I had a good first visit and definitely going back.\n\nThe only thing that made it didn't earn a five-star is that my appointment is at 12:15pm.  The entire office have their lunch at 1pm.  So I can tell there was alot of hustle to get me out of their asap.  I don't mind that it was a quick visit, but I would have liked to had time to ask more questions.  If you want adequate time with the doc, consider making your appointment after their lunch.",4
378,"The problem I have this experience compared to my last is that the examination lasted 3 minutes.  The vet checked the ears, teeth, and nails then called it a day.  \n\nI came home looked at his teeth and saw my pup had a \""slab fracture\""  which was still attached to the gum.  The vet didn't mentioned it during the \""exam\"" other than telling me to buy a finger brush to brush his teeth.\n\nI was primarily there for a vaccination shot but if they're going to charge me for a examination, they should do a proper examination.  I just felt I was rushed out of there. \n\nI took my dog to another vet where they told me about the slab fracture, gave me info on how it usually happens, potential problems that it can cause, and recommendations on ways to fix the problem.",2
379,I only allow my dogs to go to Dr. Bezak. I've had a couple Chow Chow's who a lot of vets are afraid of. Doc had a Chow himself so knew what to look out for in the breed. He has taken good care of them over the years.,5
380,"I mean, it's Target. It has everything. You just need to know what to buy there, and not get sucked into the convenience of buying everything in one spot.\n\nBeware -- though their merchandise looks nice, and it's a good buy for a student, you don't want to make long-term purchases here. The zipper on a skirt I bought broke the first time I wore it. I've heard horror stories about disintegrating comforters during their first wash.\n\nThat said, their store-brand toiletries and other sundry items are fairly cheap, and they have a wider selection than Giant Eagle or CVS. They also have a cool program with Flickr.com -- you can upload your photos, order them online from Target's One-Hour Photo kiosk, and pay by credit card when you pick them up.\n\nI love their cheap accessories -- glasses, bags, jewelry. Along with Claire's and Filene's, Target is my favorite place to shop for those things.",3
381,"What can I say, I'm a shill for Target!  Like another reviewer says, you have to watch the impulse buying here because it is so easy to do!\n\nBut as for the name brands here, I've never had a problem with them.  I bought some Woolrich blankets and sheets here that my husband and I have been very satisfied with.  The housewares section here is positively unbeatable.  My husband Rick is an amateur chef and he could blow his paycheck on the kitchen utensils.  He particularly likes the Michael Graves ones.  He is also an amateur photographer and he still works with film, so he likes the film development here.\n\nMe, I also like buying household cleaners and personal items such as soaps, toothpaste, deoderant, etc because the selection is so good.  I've also purchased a lot of my casual wear here.",4
382,"Oh Target!  You are big corporate America!  But how can I not love you so?  Your prices are the best whenever I need household goods like detergents, cleaners, etc.  For personal effects such as toiletries, soap, etc, you can't be beat!  Your cookware and bakeware department is every bit as good as Macy's!\n\nAnd I see you have the retro tees too.  You know:  Yes http://www.dovenetq.net.au/~mahayes/Graphics/YesLogoFullCircle1.jpg Boston http://www.vinylrecords.ch/B/BO/Boston/Boston/boston-63.jpg Led Zeppelin http://henrikfalck.com/blog/uploaded_images/LedZeppelinLedZeppelinalbumcover-716782.jpg  We know what \""retro tee\"" means:  faux aged, catering to boomers and teens, and costing way more than they origianlly did.  Oh and made in China of course!",4
